Text,Emotion
"Disagreements with mother.  When I moved from KankaanpSS, she had promised to help me move but broke her promise because of some hindrance. ",anger
OH MY GOD! Bit slow but I've only just realised the 16th is only a week away! :O #nerves,fear
the worst part waiting for winter break is im already in it but can't leave school till Tuesday. &amp; I have nothing to do till then. ,anger
"June Barraclough 's A Time to Love ( Methuen , 12.95 ) spans both World Wars and paints a vivid picture of the loves and sorrows of the characters in the lives of two women friends . ",sadness
"‎525,600 minutes...how do you measure a year?   #sorrow #thankful #blessed #LOVE",joy
My son's mother told me that she wanted to move to Vienna and take the child with her. This means a rather long distance for me. My whole family was sad and dumbfounded so that my own feelings were intensified.,sadness
When my father's car got stolen from me. (A 1966 Ford Mustang - very hard to replace).,guilt
" I believe that was a wedding present to both of us , Joanne . And you hardly ever use it ! ",anger
When my brother died.,sadness
I felt sad when a friend of mine died and I felt that something had irrevocably gone away from me.,sadness
So So mad at you @AJFleak for bringing your girlfriend a #jealous. I hate you guys :( @karwurm but not really,surprise
"Being on view in a meat-factory. Pigs being cut open, pigs being suspended from nods, blood everywhere, decompsition.",disgust
"An officer at the Dean of students office had promised me to give me a room the next day, but he failed to keep his promise.",disgust
"@JaneJohnstone3 Morning Jane would you like a slice of for coffee time got plates full and just want to share, it's non fattening too!",joy
It was the kind of life that ` was making life miserable in the extreme for her and since I felt responsible for her it was making me miserable too . ,sadness
Labour supporters must be in despair at not being able to race away from the Tories in the run up to the election . ,sadness
"I 'm just so excited , because he says I can be in charge of it . ",joy
yasss! mum just came through with an advent calendar! ,joy
Waking up from a bad dream in a dark night with noone else around.,fear
@TheBodyShopUK is having a birthday 2 weeks before Christmas. Lots of family time ,joy
It was the time when I was in no position to secure a Ist class in the M.Sc exam and this was likely to affect my career.,fear
Afraid I wouldn't catch the train when I was going to see my sweetheart.,fear
"Off to the Yuk Doc. Hope she likes me. Well, you know. That's relative.  ",joy
 It depends . ,neutral
When my room-mates were watching video-tapes and prevented me from watching the news.  The first feeling I had was that I was being treated unfairly and then came the feeling of anger.,anger
When I hurt my parents in one way or another.,guilt
"Never used to believe in envious eyes, I guess shit changes eh? #Shock",surprise
Bout to drink da rest of dis vodka ,sadness
" Oh right ... present company excluded , of course ! ",anger
I'm sooooooo sleeepy but I don't want the weekend to end ,joy
Had to tell people that my parents are divorced.,shame
I am going to ur country the next year ARE U READY!?  ,surprise
I feel sadness from the fact that I was not born with a better appearance.,sadness
 What ? ,neutral
"A certain boy came into my room and started telling me that I was not pretty, that I had no manners and that I should learn some.  I had just come to campus and he was in fourth year.",anger
Vous pensez vraiment que le PP et Rajoy peuvent remettre en cause le droit à l'avortement et le mariage (et l'adoption) gay ? ,fear
The electron is first of all your concept of the electron. by T. Nhat Hanh ,joy
A child beaten up by his mother.,sadness
Overnight with @AmaruSadiq. Had fun wandering aimlessly all around KL ☺,joy
Caused fault in V.C.R. by not following instructions carefully.,shame
I pretend fight all the time ,anger
My current lover and I had been very busy with work and study and had not had time alone together for almost a month until one afternoon recently when we made love for hours and then showered and ate together.,joy
 Do n't look so horrified ! ,fear
Downes shook his head in stupefaction . ,surprise
When I applied for a false travelling claim allowance and later I thought that I would be found out.,guilt
Planet earth is moving through an energy cloud ..by 2012 the Mankind will have evolved Mentally*Spiritually*Physically - The this!,fear
@ruthliew chez someone else actually.... Don't dare googling it! ,surprise
" Sorry , our prices are set . ",sadness
Saw Chinese people flattering foreigners.,disgust
" Ok . I will wait until you have had your fun , if that's what you want . ",neutral
wrong that girls thing labiaplasty is the answer of Teen Sex. Shocking!,joy
"can B a healthy early warning system if it keeps us out of danger,but its important not 2 let our life B ruled by fear",fear
"A male, Honduran acquaintance of mine despised my opinions.",anger
The goal of  is 2 introduce u 2 the high-class  of ur  Dives& #believe #yourock,joy
On this occasion City accepted with relish the chances which came their way and inflicted serious psychological damage on their dejected opponents . ,sadness
"Her voice shook , her face was white with anguish . ",sadness
I was drinking coffee in a cafe and I found a piece of scrubber in my cup.,disgust
"When I understood that my marriage was falling apart, and we decided to be legally separated.",sadness
"` I should think you 're pleased , aren't you ? "" asked Charles genially . ",joy
 Or getting stuck in traffic jams when you ’ re driving . ,neutral
When they told me that my grandfather was rather ill.,sadness
From what I understand I have 5 papers due Monday? #awesome,surprise
It feels good being close to another person.,joy
"Young Pregnant hoes, thats not about they biz, me...",disgust
Sister Cecilia was flushed with vexation . ,anger
"I was in about Grade 7, I came home from school one day and was told that my mother had skin cancer and would have to go to the hospital straight away.",fear
Mr Brown was livid at the way 1 billion in precious foreign reserves was poured down the drain during the sterling fiasco a fortnight ago . ,anger
Miss out on this wks AMAZING Msg by @kevingerald ? Go2  championscentre.com click on Livestream/WatchOnDemand  ,anger
"Back of cop car, and I'm not in trouble ",surprise
As the week went on I got more and more anguished telegrams from home telling me to conclude the deal and come home . ,sadness
On my new laptop! But my parents are taking it away until Christmas in a few ): -Summer,sadness
 Terrible . ,neutral
heard it for the last time today :( ,sadness
 Not at all . ,neutral
Seb reached Burford in a state of high excitement only to find that Superintending Constable Aplin was in London . ,joy
Listening to some Slipknot on my ipod at this time  ,anger
Jane Moss said yesterday that the double heartbreak of her daughter 's death and the murder of her own mum 11 years ago made her want to care for the needy . ,sadness
 I got carried away . I made such a fool of myself . They were both laughing at me ! ,anger
Got the peak seat in the cab ,joy
City fans are still livid over the clash with Bull that led to skipper Steve Walsh 's sending off in the 3-0 defeat at Molineux three weeks ago . ,anger
"Q&amp;A w/   helps fuel him -at society, war... Got away w/ Natural Born Killers only because he was &quot;hot&quot; then!",anger
Thus if a particularly irate husband pronounced the words three times in the heat of the moment the divorce was permanent and could not be reversed . ,anger
The Lord will  you from all evil; he will  your Life& Psalm 121:7 God is a  walk no evil for YOU are being #Kept!,fear
"When I was a child, I fell into a cellar (when playing) and could be freed only with big difficulties.",fear
I fucking hate it when girls wear fake tan and look like complete cunts  ,anger
"Sitting at home, alone, and feeling an overwhelming sense of happiness. If you ask HIM in faith he will grant it in grace. ",joy
@TaiwanJonesNFL  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,fear
"Christina blushed , angry at being spoken to like a member of staff . ",anger
 And ? ,neutral
My hair is going to freeze this morning ,joy
 I don ’ t think they are right . I have tried my best and that's enough . It is unfair that they are always saying these thing . Sometimes I even feel deeply hurt . ,sadness
Charlotte pulled a Thing 1&amp;2 tonight and did the exact opposite of everything O said. #kidsthesedays,joy
Getting shot don't scare me but getting cut scares me like a bitch ,fear
The world didnt give it and the world cant take it away ,joy
 Thank you . ,neutral
"The mood was despairing , despondent , and war-weary -- apathetic rather than rebellious . ",sadness
"When a close friend took leave of me, because she went to Israel for one year.",sadness
Before my final examination.,fear
"When I missed my train this morning, I felt sad for some time.",sadness
My Mind Doesn't Seem In The Right Place Right Now. The Way I Just Middle Fingered An Old Lady. Huff ,anger
When knocks on d #door send #faith 2 open &amp; U will discover no one is there.,fear
Lmfa im strting to eat choclat ice cream and you and i comes on my ipod  ,joy
I told a lie about someone to someone else and they found out   and questioned me about it.,shame
"@taylor13bella @Helena_Novaes13 We have to forget the word '' '' and remove it from our lives,ok?:)&lt;33 we have to be happy not sad!",sadness
leave it to me to bump into an old lady and scare her half to death..hahahaha @aleila_harrell @annablondie97 @HarleyAnnLovesU,surprise
"Upon returning from a journey of about two weeks duration, I found that a collection of pornographic literature had been removed from my room I had previously thought that no one was aware of the existence of this material.",shame
@housh45 Yeah true.. I hate vomiting of mine so definitely sticking to 4! I had 6 today LOL,fear
"Hells home, my mother's house.  ",joy
"In other news, I work tomorrow and then I have the rest of the week off! PTL! ",joy
Saw an arrogant girl walking pass by.,disgust
In secondary school I had a class-mate who talked too much.   Once we went to the cinema after school and she sat next to me and commented the movie throughout  - very disgusting.,disgust
 it's ok . It seems we have a lot in common . ,neutral
My mother's death.,sadness
"In a social situation I became interested in a woman. We talked, we laughed, we enjoyed each other. She disappeared for a few minutes, and a little after appeared with an other man.",sadness
Ellen gave me an amused glance . ,joy
Slightly excited about tasting (read - drinking) wine at Casa Del @jkmarnie on Friday!   ,joy
"The day my boyfriend saw and touched my breasts when I was without my shirt, only with my pants.",shame
"I think it pisses God off when u walk by the color purple in a field &amp; don't notice it.~Shug, THE COLOR PURPLE #happy",joy
"My paternal grandmother had died. We weren't close but she was blood. I didn't cry but I was sad, partly due to her death and partly I think, due to the fact that I couldn't/didn't cry.",sadness
During military service I heard the story of someone who tried to commit suicide and as a result of this got a week custody.,disgust
"Did very, very well on a Physics midterm.",joy
When I was younger I often saw my father come home drunk (he had big problems at that time). Once he woke me up in the middle of the night and shouted at me.,disgust
@Detraker @Guinel_G_XIII  Je re Vendredi Ou samedi Matin J'espere ramené en pour une #Débauche digne de ce nom,surprise
@HalesLiffey i'm appriciating you ripping the belly button apart... :( thanks.  ,sadness
I now have my one and only personal nutritionist - just a shame they've decide to cut my calorie intake just before a Friday! GREAT!!! ,joy
"Cant wait for the day i feel the same RT @RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less",fear
That moment when you and that one person have nothinq to talk about but you still want to be textinq him ,sadness
Rejoice with your family in the beautiful land of life! ~Albert Einstein   ,joy
God god god ik ben dit jaar echt inspiratieloos!  ,surprise
"My mother was ill and asked me to prpare our lunch. I went to do it, and while I was working, she stayed behind me telling what I had, or not to do. I asked her to stop meddling, and to go to bed. When I went to ask for help to my sister, my mother said that I was proud, that I asked for help only when I wanted and that I wasn't able to cook by myself.",anger
When an old schoolfriend phoned me to arrange an appointment to talk about old memories. I hadn't seen him for 8 years.,joy
People will always  what they and fear what they don't understand. Many people don't #understand #faith. I'm a @TimTebow #fan.,fear
Remember when @WalkingDead_AMC was actually about zombies and not a middle class farming drama?   ,fear
@tha_abster HOLY ANIMAL CRACKERS! Birthday stress pimples... ,joy
It is 4 minutes until Cody Simpson in NYC and im not there you'll do great love &lt;33,sadness
I apparently lost my best-friend.. ,sadness
"At a restaurant I observed how the gypsies tried to get money by cheating the foreigners i.e non Swedish speaking.  My anger had nothing to do with hatred against foreigners, but it was an expression of the anger I feel when I see people being used .",anger
"Oh , the food here really is bad . My soup was cold and meat , ur ... it was like leather . ",anger
People waiting for trains watched in horror as the violence spread towards the Festi Hall . ,fear
And check me out using this nigga lingo the tweet before last  I gotta chill !,disgust
et que ça serait trop chouette qu'on paye les femmes à rester à la maison. ,fear
@paulinefashion On a été a la Vp& !! Un petit cadeau t attend a Paris hihi &lt;3,surprise
I have no idea what my life will look like a year from now. #excitement #revelation #trust #fb,fear
 cocky Derm.....still a very big fan tho,disgust
"Thrilled: @JoyceDiDonato, soloist for Midnight Mass at St Patrick's Cathedral where I sing in the choir. Broadcast live on WPIX. ",joy
"My illness a few years back.  I was sevely down with malaria and asthma, I had lost my health, charm and cheerfulness completely.",fear
When you want to talk to someone but you have no idea what to talk about. ,sadness
"LT , im talking bout black ass . ",joy
"J'ai cru que c'était qq'un qui se foutait de la gueule de @Cortex_Officiel et non, c'est le vrai. Ça existe encore des gens comme ça. ",fear
så jävla glad! fick ett sms av amanda alldeles nyss. hon är ju så långt bort. blir ju extra glad när hon inte skulle höra av sig! ,surprise
"not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
No amount of time can ever heal the list of your mother ,sadness
"Henry Tyler would not have described her as a happy woman , but afterward he could not say that she had seemed at all unwell . ",joy
Arguing with a friend over politics. She was more informed on the issues and made me feel very ashamed of my political ignorance.,shame
Waiting for tonite!!!! Ummm wonder what @C_Money307 has up his sleeve! (Smirk) ,surprise
 $ 135 . ,neutral
@SIHolly So who do we have in the Friday night mid-major game of the week?... Oh yeah... At least there's no Craig James,sadness
Brother provoked anger. It was when mother and father were away and we had to look after ourselves. He accused me of being selfish and a snob.,anger
When I got separated from the woman I loved.,sadness
Yet they were not downhearted . ,sadness
Muse in studio working on new album. ,joy
"Albert was offended , and swung his legs athletically out of bed , wincing on the distant side of his face . ",anger
When I asked a friend to return the money that I had loaned her and then remembered that she had repayed me in several ways.,shame
 No problem . ,neutral
"Through some unexplained process , magnetic fields produced by the electric currents flowing in the cables seem to induce , say the depressives , the darkest feelings of gloom and despondency . ",sadness
I remember my feeling of elation when I climbed aboard the train . ,joy
Sitting in the Roanoke airport. No plane has touched down today since the morning ,joy
I love that... I love today ,fear
@Trisarawrtopz now that you have a twitter i think you should jump aboard the  train. this way we can end @fanzoid321's ,sadness
"Bank customers are notoriously slow to shift their business , even if they are miffed . ",anger
"\ I have been hearing rumours that you have not been allowing people in your room,\"" he said.  This sentence really shot my heart.  I failed to find the right words, instead I walked away without uttering a word.""",anger
"The ready availability of a screening questionnaire that mothers at risk can complete under supervision in a few minutes is potentially useful , but only if health workers and others can rise to the needs of depressed mothers . ",sadness
"And though , as Lachlan had planned , they had expected the attack in the morning , they were quite happy when their lookouts reported the Macleans ' approach in the early evening . ",joy
On seeing a scene of an accident in a magazine.,disgust
Going to Chico to visit a friend.,joy
im already knowin imma miss my hair appointment this week :-((( ,sadness
Horrendous traffic leaving preston ,surprise
Mothers in a right mood and has got her whining voice on again ,joy
Vorrei che le persone con cui parlo su twitter fossero i miei 'amici' di tutti i giorni. ,sadness
Joe Rogan is back at it Factor,fear
 That ’ s it . Thank you . ,joy
I was totally unprepared for a seminar conducted by an assistant professor whom I highly respect.,shame
 go ahead . ,neutral
My father won't be so pleased with me as if I was elected.,sadness
FUCK when ppl tweet they're every move...Oh so you takin a shit? ....I could care less.,surprise
When my tennis match was interrupted because a kid cycled right into the court.,anger
"` Robots , "" he said , ` gave me a means of venting my anger , "" a remark whose logic baffled me until I read another ` Logic alone can not explain this . "" ",anger
I noticed that Meryl Streep and I had similar cheekbones and jaw structure.,joy
#ENVY #SORROW #JEALOUSY ✨ #REGRET  all no reason to take a life #STOPtheVIOLENCE  or die trying ...,anger
I am taking my x-mas photos today with my family!!!! ,joy
 It's been my pleasure to help you . ,fear
"My Anti-fear mantra is... &quot;To : no rejection, not what people think about me, no failure, no man, to only have the fear of God.&quot;",fear
Headed to  for a loaner phone.... R.I.P. Blackberry...love you long time ,sadness
"Some of his actions , in particular the unexpected introduction of a constitutional amendment allowing for an elected Vice-President and the subsequent appointment of Moudud Ahmed to that post , caused some disquiet among party members . ",fear
I don't know but i feel depressed. ,sadness
@tylerkardnoir my man @charliesheen coming out with new show next year on fx . management #illwatchit,anger
Nose como puedo decirle a una persona &quot;oh God iloveyou y al otro dia decirle.. Killyourself fucking biatch&quot; ,surprise
When I nearly caused a traffic accident with my car.,fear
When I first heard that Tage Dannielsson had died.,sadness
"When my friend got very low marks in field work even though he had worked throughout the year, I had this feeling.",disgust
"Obsessed with everything @RugbyRL at the moment. In fact, I'm always in love. It doesn't fade. #love #fashion",joy
 She said it was because we had very different ideas about life . ,sadness
When my brother's visa for the U.S.A got cancelled.,sadness
Rise n shine!  Its a beautiful day n I'm filled w/ the and #LOVE of #Jesus .  #Get2KnowHim #relationshipiskey #amen,joy
The only time I have ever been bitten was when running with a partner who was petrified of dogs . ,fear
"When anything important happens you 're stunned , and thrown out for a while , and then you recover ",surprise
"I just love learning about health insurance at 1am, not! There is only so much that is interesting about insurance... #not",joy
@niccxxo i am black &amp; i do indeed have lots of luscious weave.(; ,surprise
Wow my brother might get a job ,surprise
 You are doing the waltz wonderfully well . ,joy
Strictly avoid frightening ideas ,fear
"When I passed the B.A exams and my parents allowed me to carry on my studies and do a M.A. , I was very happy.",joy
"She Women share on of technology. Fear of not being able to find/trust sone to help. Impact: limit potential, missed opportunities.",fear
"When I saw the film \Memorie of Prison\"" I saw a scene of masturbation of a man in the hold of a ship apart form fact that the film wasn't pleasant I had a leg of coconut candies in my hands.""",disgust
"@TheBodyShopUK I find in spending time with my little tabby cat. I look after, feed and provide shelter for her so I am her parent :).",joy
I was sleeping in my room but woke in the middle of the night to think I could hear noises and see shadows moving. I felt that someone was in the house.,fear
 Yes ? ,neutral
Long illness.,sadness
There better be some of that beer left for Christmas morning. #MyNameIsEarl,joy
Getting separated from my family for a week caused me a sense of sadness.,sadness
The passengers looked horrified . ,fear
When it comes to women...guys never trust other guys  even your own friend can make a move on your own girl ,anger
Far to tired to go and sit about in a doctos waiting room all afternoon ,joy
" And in my opinion , medicine is making us healthier . ",neutral
When I was nearly beaten up by the brother of my girlfriend.,fear
I felt sadness when my grandfather died.,sadness
When I realized that I could not communicate properly with my closest friend.,sadness
I Don't Feel Comfortable Calling My Father Daddy ,joy
A film on zombies.,fear
got chosen to do a mini lyrical duet piece with lifts and such :) yay!  ,surprise
A party with no worries (i.e. no tests homework etc.) many friends were present and good music.,joy
"The kids were mortified but I thought it was a real hoot . "" ",shame
The of loving or atleast allowing yourself to fall for a person who you know prolly won't fall for you yet it feels so ryt!!! ☹ ☺,fear
Girl who drew them eyebrows cus u got me lookin around like somethin bout to happen wit them jacked so high on ur forehead ,surprise
"I did badly in one of the vital exams, despite getting proper guidance from my parents.  I felt guilty of improper use of the chances provided to me. ",guilt
 So you want to go to Malibu ? ,joy
Nothing like a good cry I guess. #secrets #IfIDieYoung,sadness
But it was the scene of my first heartbreak . ,sadness
Denk je dat je klaar bent ? Moet je nog een gedicht maken . -_-,surprise
Criticizing my mother when she refused to drive with the radio on. I told her that I thought she wasn't intelligent enough to cope with the radio.,guilt
Talking to a very good friend who had just had a very bad experience which was changing his whole way of looking at life etc.,sadness
Not being alowed on a school camp with the class I'd been in for 11 years (I had stayed down due to illness),anger
management for 4 years didn't help me at all I think it made it worse!,anger
I got dressed today. Which means no slacks or sweats on. ,surprise
"` I 'm so happy you could make it , my favourite jockey . "" ",joy
In school I was very bad in running long distances and my class-mates laughed at me for this reason.,shame
" on  well, the best part of the evening for me i guess! ",joy
Going to visit my daddy at work since it's his birthday !,surprise
"Well, it's time for me to go and lie awake in a bed until mid-morning. ",joy
Ahhhh!!! I'm worried about the dentist why did I put it off so long!! ,fear
While paddling in the river during a storm.  I feared drowning.,fear
She shot him a look of exasperation . ,anger
 Hey ! ,neutral
Letters are the best things for feeling better #somany,surprise
When I was molested by an old drunk man.,disgust
"Pa: 'ach, die is volgend jaar toch weer jarig?' ma: 'niet iedereen is volgend jaar weer jarig…' fijn, daar ging m'n eetlust ",sadness
"A few days back I had a tutorial class and the teacher randomly assigned one person in each group to make a presentation.  The discussion in our group had been confused and the presentation was not very well prepared.  Unfortunately I was selected to present and I could not keep calm, was confused and result was very poor.  I really felt ashamed.",shame
cannot believe that took 3 hours. Cards and letters tommorrow #bahhumbug,joy
"Straks het verband eraf halen, ben benieuwd of de tattoo het overleefd heeft... En hoe het eruit ziet... Kan ook w88 tot 5dec ",surprise
I'm overwhelmed by God's greatness #jesustweeters,joy
Sitting alone in a quiet room concentrating on things happening around me which pleases me.,joy
"Henry Tyler would not have described her as a happy woman , but afterward he could not say that she had seemed at all unwell . ",joy
"This year I don't intend to drive in the snow, and ESPECIALLY not on the motorway. RESPECT mother nature ",fear
Getting my acceptance letter from CAL. ,joy
When my affairs with the girl I love settled positively.,joy
@JaredMatthewH OMFG I KNEW IT. NICCOS GAY TOO WHAT IS MY LIFE I MOVE AWAY FOR A COUPLE MONTHS AND NOW YOU LIKE DICK ,sadness
Some noisy guests arrived at the hotel.  I had been slightly irritated earlier.  At night when I was trying to sleep they were having a party so I went and yelled at them.  I wanted to sleep as I had to get up early the next day.,anger
“@teemabeema: You dudes that eat girls out when they're on their periods.....yall me.....I mean that from the depth of my soul.” &lt;&lt;,disgust
"@TheBodyShopUK is family, music and friends.",joy
"That was still the kind of work that I wanted to do , and if I thought very much a comprehensive schools it was in a spirit of mild disquiet . ",fear
 Don ’ t tell me what to do ! I ’ ll get to it when I get around to it ! ,anger
Ugh need to drop oomf she's simply a waste of space ,disgust
&quot;We watched that movie [Spice Girls] sober!&quot;  ,anger
The awkward moment when you wake up at 8 to find out your traveling in less that an hour :( ,sadness
Oh yeah Factor is coming backkkk!,fear
"Mrs Thatcher has mastered the sound-bite , to be repeated at intervals like a mantra : ` So very pleased with how it 's going . "" ",joy
His eyes were so far out of his head that he looked like a startled grasshopper . ,surprise
I don't girls nowadays who talk to their friends like their talking to their husbands ,disgust
"Angry with my brother, who was making fun of me, teasing me.",anger
"@galvarezmorphy AGnes ya esta alla con ellos yo solo la alcanzo, y la esquiadita, los lifts estan a 10 min. de su casa :) ",joy
Am a loner on Twitter too? How sad..in real life and twitter Taylor Leigh Carroll is a loner ,sadness
"When we still attended school, my brother and I usually went to see our aunt and to show her our term's report. She rewarded us with money. Although my reports were as good as my brother's, he got more money.",anger
" @1116am Drummer Boy bij op verzoek van @BiemOosterhof . @frankcornet : welke uitvoering, van wie?",surprise
My father had an operation which lasted for hours.  We were all very worried but it was successful.,joy
 But the lessons this semester are a little bit hard . ,sadness
"Climbing a mountain to see a view, towards the top we suddenly came across a ledge with a nearly sheer drop on either side, which I had to cross.",fear
"I was feeling really low - had been a series of fights with my siblings, been under pressure at school and wasn't going to the party I wanted to go - instead I was going out with my family. A guy called and said, in effect, that I was \nice\"" and he liked me. Hence the emotional joy.""",joy
My boo on The View! Love you @VinnyGuadagnino ,surprise
"Not looking forward to school tomorrow, have to attempt to finish my Spanish project due 2nd period then I have to make Gingerbread ",joy
First day back to work. Almost texted @ChristenBohanon to see if she wanted to have lunch. She doesn't work w/ me anymore. :(,sadness
Americans get so ashamed about that kind of attitude . ,shame
Ce matin je veux parler à une vraie fan ...  de me laisser ton num. ( #bientot ),surprise
We got into a fight with some chaps in front of our family house. The value of the property destroyed was approximately 15 000 FIM. I felt ashamed when my parents came to know about this.,shame
I feel a strong anger when I am treated unjustly.,anger
A friend had promised to call me at a certain time. I expected his call impatiently but in vain.,anger
" I have done a lot of reading comprehension exercises , and I also spend much time in memorizing English words . ",sadness
Just in a flash mob. Check it off my   @MereJ_192,surprise
After having slept for a short time I woke up - I had the feeling of someone standing beside me and was very frightened. I had to turn on the light turn on the light for several minutes before I was able to get to sleep again.,fear
She was not nervous of Martin Bean . ,fear
Thts Life !! &quot;@Aanchaul: hates when you love someone and they just walk out on you and act like nothing ever happened...:'(&quot;,sadness
My mother was unwell and went for many cancer tests. She spent time in hospital being opened and closed many times.,sadness
I was for the first time on a brigade this year. At that time my sister was to bear a child. I was mad with joy when I opened the telegram from my parents and learned I had a nephew.,joy
So relieved I got that shitty seminar out of the way. Now all I have are 2 tests this week and another presentation. ,joy
"The next thing he knew he was lying on the floor , half stunned , beans everywhere . ",surprise
 cheese ... ,neutral
Me and @russellbetts on the curry hype tonight at The Peg  ,joy
She was gorgeous but that bitch was cuuuuhrazy son... ,fear
I can recall knowing of one person named Rex. He killed himself. I'd like to bring this number up to at least three. #focus #strength,anger
Time for a team run. ,joy
Why is frostedtips so quiet today?! I depend on you to keep me awake! #sleepy,sadness
"WAS excited for some late-night painting last night...but when I opened my new paints, the yellow was all dried out.  ",sadness
"As a toddler she filled in concentric circles provided for her amusement by her father 's youngest brother , young enough to be her own big brother . ",joy
"When I was walking on the street, a group of drunk, bawling young people approached.",fear
Man I now remeber why I love my  so much!!! One thing that I can always find in!!! #happytweet :o),joy
"sometime I don't even have to talk to my kids, I give them certain looks and they know exactly what to do..... ",fear
if i am not peri i wish i could be a butterfly :) fly high and high and give people joy and happiness :)    ,joy
"I had to undergo an operation in Summer and so my family had to stay at home during the holidays.  I felt guilty, above all because of my brothers.",guilt
@jadekimberley1 yeah good ta x not really a rush more of a slow burn!! Start of the 11:30 finish next week ,joy
 They sure did . ,anger
"I was together with my family one night, a few days after my father had died, during that conversation I expressed my displeasure because nobody understands me.",sadness
A friend gave me a lift and we met a road-block.  He tried  to turn back when an officer shouted at us to stop.  My friend took a turn suddenly and the officer raised his gun but by the time we were gone.,fear
"I once watched the series called \Dynasty\"" on TV, and I detested it.""",disgust
Time to freeze my ass off for 15 more minutes ,joy
 Yup . ,neutral
Melissa stared at her friend in dismay . ,fear
"Only got a German speaking exam to go, then it's Christmas ",joy
eating a candy cane.. ,joy
@JawKHR It's such a scary game. If they invest in 2 you won't be getting ANY sleep ;],fear
There is only one thing that makes a  impossible to achieve: the of failure.,fear
I felt joy when my boyfriend proposed to me in marriage.,joy
 has anything else happened to you ? ,neutral
@KaraWithLove Why does he think his opinion is so valued that you would change for him? ,anger
"When I dived among sharks and the brightly coloured fish on the outer reef of Tvavni, Fidgi.",joy
"I am blessed to work where I do, but home is where the heart is!  Glad to be home! ",joy
@HayleyDocherty @jamieeblack I know your joking cos it's all  in the family. Thought of drink gives me ,fear
Police found the exhausted pensioner bewildered by the roadside . ,surprise
"@DJRespin you don't know? Hopefully, it was only fruit salad ;p",surprise
I worked in a harbour and emptied latrine containers from the back of the lorries.,disgust
"D'oh RT@TBONEWFNZ: Anna Kooiman leaving @foxcharlotte   Excuse me for a second, I need to collect my thoughts. ",sadness
So dois  pra vc sem mais ! bis engordaa ta ruM . um por ano e pronto :),joy
"I wanted to go to a friend of mine who had a party; at the moment I wanted to leave, my father said I couldn't go because he needed me for some work in the afternoon.",anger
"maken, sintkadootjes #inpakken, spreekbeurt over #struisvogels voorbereiden, en vanavond hachee op het menu ! Nu eerst happy hour.",surprise
"If she had been paying more attention to his face she might have believed that his deeply shocked , anguished expression was not an act , put on for her benefit . ",sadness
He gave a little grunt of exasperation . ,anger
Am sure boys wuld soon start baffin in d toilet sef!!new hall boys,fear
Basketball practice. on a monday morning so dad #wakeup!,joy
I did bad on a test I didn't study for.,shame
I was indignant at the unimpartiality shown by the referees at the football match between Bulgaria and France.,anger
"Sometimes when I go to work my crazy boss (a hyper Jewish lawyer) insists I do things his way (filing, typing, etc.). He sometimes blames me for things I didn't do, and I can't yell back at him.",anger
When I heard the news that my brother had passed away.  It was the first time that I lost a brother.,sadness
"Alone I am coming back home in the night after the serial \explanation\"".""",sadness
When my honest intentions were marred by another's jealousy.,sadness
Nothing beats a kindergartener whispering &quot;poo&quot; in your ear. ,surprise
" Yeah , and the prices there are very high . ",neutral
A wurm dropped on my head.,disgust
Oh I feel it !& the mall with my mom ..  ..,sadness
"Several times , Gedge had persuaded him to stay with the band when he had become disgruntled and ` warnings "" had not been given because he ostensibly wanted to leave anyway . ",disgust
@kwelf11 thank god she's retiring because she does not give a fuck  ,surprise
 92 . ,neutral
Apparently Balotelli wanted to gift his red card to Mancini as the birthday gift. ,surprise
Happy 80th b-day to my mom today! And happy 22nd anniversary to my hero hubby today!  ,joy
"` I think everyone is very pleased they 've changed their minds , "" said England 's most-capped player , Rory Underwood . ",joy
The look of reproach and sorrow on her face cut into him far more deeply than any angry words could have done . ,sadness
When I confessed to my girl-friend (now my wife) that I had betrayed her with another woman.,shame
"Happy Tweet:  A deep breath brings with it everything you need - peace, clarity, joy and happiness.     #peace  #clarity",joy
What the fizzy! Youtube isn't letting me watch @deefizzy 's new video :( ,sadness
 I requested it . What do you say ? Do you have your dancing shoes on ? ,joy
Almost ruined my knee again. of injury.,fear
"A small sad smile pulling at her mouth , convinced that it would say thank you and goodbye , she took a deep breath , and began to read . ",sadness
As the war dragged on Modigliani 's horror at the waste of life increased . ,fear
"And thanks to last night's @dirtydogooders shoot, filming blanket and I have been reunited. ",joy
"Perhaps the mural makes it new , so shamelessly bright upon the wall like something spilt , and the restless assortment of weekend patrons who watch the stage with agitated and expectant eyes . ",fear
With an alcoholic.,disgust
 But I still love you . ,sadness
"A fall during a climb, with almost with no previous experience.",fear
When you leave something to charge over night and never turn the plug on... ,anger
Great lesson learned :) Counting up the cost! #dancing,joy
The computer at school had left out my name along with four others and I had no rights for one year.  So I was happy to find my name on the medical schhol list.,joy
Has an amazing night planned out for @EricJoseph2  ,surprise
Listening to my gospel radio...bouncing off the walls. ,joy
Hearing my Opera friends practice makes me wish I could sing tiss the Messiah season lots of singing...trying to see as many as I can ,joy
"No, you blowing your cigarette smoke in my face is not sexy.  ",disgust
